10079791801792,1799.0,海尔智家出品空调挂机大1.5匹冷暖变频新一级能效节能省电家用卧室快速冷暖自清洁智能防直吹 以旧换新 大1.5匹 一级能效 Leader变频冷暖节能省电,https://item.jd.com/10079791801792.html,https://img12.360buyimg.com/n7/jfs/t1/248719/26/14984/122033/6693b9efF8fa6dc45/4134c82b0b59c7e4.jpg.avif,,海尔恒兴专卖店,https://mall.jd.com/index-12197094.html?from=pc
10097786284251,1799.0,海尔（Haier）海尔智家出品 空调1匹/1.5匹挂机 一级新能效 节能省电除湿 自清洁 快速冷暖 变频家用出租房卧室 大1.5匹 一级能效 +Leader 性价比神机,https://item.jd.com/10097786284251.html,https://img11.360buyimg.com/n7/jfs/t1/7997/40/25839/184928/6695c04fF2242892d/11197cf9fb701946.jpg.avif,,海尔智能空调旗舰店,https://mall.jd.com/index-13996171.html?from=pc
100026673928,2099.0,"海尔 静悦1.5匹 新一级能效 变频 冷暖 卧室 壁挂式空调 挂机 节能省电 KFR-35GW/01KGC81U1以旧换新",https://item.jd.com/100026673928.html,https://img13.360buyimg.com/n7/jfs/t1/239348/24/14916/137421/6694e526F51fe4559/6de1d374a5bb438d.jpg.avif,,海尔京东自营旗舰店,https://mall.jd.com/index-1000001782.html?from=pc
10103089171256,1769.0,海尔智家出品空调挂机1.5P/3匹 变频新一级能效冷暖 自清洁 大风量 防直吹 家用卧室套装 Leader 空调 大1匹 一级能效 【柔风款】智能WIFI-静音,https://item.jd.com/10103089171256.html,https://img11.360buyimg.com/n7/jfs/t1/233663/25/15055/108693/669250c2F6617d00e/7a6b4bf002f6adcb.jpg.avif,,海尔空调旗舰店,https://mall.jd.com/index-10501178.html?from=pc
10096806967156,1799.0,海尔智家出品空调挂机大2匹/1.5匹/3匹新一级能效变频节能省电 卧室家用自清洁防直吹以旧换新 1.5匹 一级能效 Leader双翼35LKG,https://item.jd.com/10096806967156.html,https://img11.360buyimg.com/n7/jfs/t1/228529/11/23333/153303/6694f159F7e9d399a/6a27fd3c37d680b2.png.avif,,海尔优选空调旗舰店,https://mall.jd.com/index-13967791.html?from=pc
10081479276042,4599.0,海尔智家出品空调挂机 大3匹P变频节能省电自清洁智能WIFI 快速制冷暖壁挂式家用客厅空调 Leader 空调 3匹 三级能效 WiFi智控-72MDA83,https://item.jd.com/10081479276042.html,https://img12.360buyimg.com/n7/jfs/t1/233380/1/20194/151580/667cbb08Ff811b681/728d8a52e82cea2c.jpg.avif,,海尔空调旗舰店,https://mall.jd.com/index-10501178.html?from=pc
10073520799643,5299.0,海尔（Haier）空调立式大3匹变频柜机空调防直吹大风量独立除湿一级能效省电手机智控急速冷暖自清洁客厅空调 大3匹 一级能效 智享风分区送风,https://ccc-x.jd.com/dsp/nc?ext=aHR0cHM6Ly9pdGVtLmpkLmNvbS8xMDA3MzUyMDc5OTY0My5odG1s&log=u7-9Uy2OA_A2AL9pyclSYjK0t3uyMQv33BMefCddbKio8etOUFX8EFpEnnuhgyCnnMi9rKM0GKsmjXJ8qes5k_sY7_TJTayvn6sfX6RhczuQrkHAPQ1xAPi2drD0e-ILLwCFUUZdM5XdP6jOVdWKkrgIO9PjXZWJVZtVSAk33ttX4ZSrn29uT7Ck9DQ-QPs9rUNg0jR7P9FwrBz3jGnYYT_4gm4qKp6vG2f5lCsBoT0VOHsWJtsGolbjIgVpixaxg8lmnpGx0b1C7kodNx8y9d2ERUV_oRFAPwS6qly20_8ZGH-ghzxKITu6469EnKOCkgddnwLcvPH_aEF9ElCDKC5Z0KcEZduojT2Q1mcDPi--DGIKa0Kh0nphuBiewcZ0wVvquZ55aO1A9miAT3t-INGB4WIHI92TofjkYIq41BgoUduvbhmbTOQHue_mfpf_cNVGvDPriDRFYABZTcYaTieW9WYmo6x58e7fKBbyVJhPb2PzIEF6Mz8ft9phhmrQw5VMzVqP30DlfAqpB6gTFfMiwpd5jL4ra55bTB-S49b0Y26sq7tJ2v85flp8t1ubeWY7I7tqMsbsZ2dU1pgLHVW_x5Ef-rG77PkX__W6KJ4q4OgIKrIn-ZSBzsGzf2NWEgflCvGoaISCyMji0i1vW2TFWkXZEIlZoFMFeK-BwJiyE-br0AaCi8sgrk9Vygi3quSxwwkcpmGsRZCShu6i2O-JVh2OMZ-H12LJKEhVpdGRW4ZC-eCW7ttk9V51RJTYm1WlKYOLp8qBUhVazWTp8BXd1uV8gqWo2k3pDLd_uqfu5TcG18h4HAP0PLS2wNqVUb4RTnbGsCXC7ICHIZcVDCT05tD4i_KO-S6Oxnisaxx8pbcECCUnep-PwaxTEjcFEzw-iK4-vuwsZ3AAKlbSZ7ke3gYkdYLnpUaJLN-NfjYYJwfLBudS4bK463ejKCeb9Rdv1zXhe_E_2veoKQB3Ju7hXue2uxU210ghMWeRtTNtiJ-b7PFVPIDcQzmJ6MPklRICvHDvaEB33NLeCDyG9YndtVlbX6up9ts0veVcmJYnBSDcK_SzD60SCh5rmpZmUBPzUem51mxik--jsVNFu6CKaW9X8rMiAlTz4z5nWzWVehj284-1gmJrIKlJ62tQnpGK2b0O6BvveINxKV56Bg-sLSuhxpAX6WYXYFM_Nlwv491KHyNw_ej5OhCUCnLJPZ8V3sl3t1iwcZ7IEJlsYr2wHex-PxK7tQnxz3c7w8jrQUopgGKZU4meHEDcmqlVI-864V1-9eW-MdlenU0tPN2VLZYdtXbhSdCXgrK3TtFyOXd9HN5_4yIOSICWQfHkW5DLHdKCtGbGFQ1ksvQiNcAmALLpT_w2QD0_s2u_fy7l6N0uWPM92HHqCH5DRZ3Xik4ko5qAK2bMbMdx9iY2orlS4z2ynB1mOHzQRfMYw-wLhhHK3L58zdERfzR0xkN43k11Gz9zMdiSAGiX8TK7vdZr55OWXQ0rbpYnGbJ8cmWG0RcZDAJ6krFY4fKAqK7jW9-6fzwwhMtrOyLqO9LA-izSeLJm5EIvjeuvYGMA0tXfCQARU0qOSYw87zevuBDuRUdG-YEK64h0y5pHtFrAikEFxXSBRCs5Qwo2gXeO3d7gc8P9UAaksnnvwHl8xhz9FWnvc4wc0vOqCid2BwpdUC1-8a_iqW7l7crIrzw54o8BHR1Fxrx0p3kavPSBmf-vuYRmKqllrX_YNIWAX69QvK7vU9s7q14_41nbYa2mVIkTfzMDMQlOFHtCd0Mte4yK0ReC3GU_IPWQ_fyCKX-Op2GnfUj2APB-jvfHnFjvfFMF8nsVWvqa-QdD8IvOk1_BPXZXMDvyRauuKpkngwpJa7IEe4m8Sw9xZYtkekx6zV0Oewej06Y1BHh2JIgxlakn40EjB1GTAsolv3jgn3BbEBaohf2QD10JyVri8dTXkNzG0JwiM8S_KsciAnH8ku2YyCzSpniCxrKsmPEQ1TL8ycJVpD5eKxqBLytcWoOMpOdJNopCCM1V2OWocF74Q-QEWWBhnTKxpZVyUfPq8qcYrlL9NOf5zTC2o_Q33v-4f-Xf08ZsEw23dcEofB5_e_ESae8qn96C45xEGGY3cuc08IJhURdjbhY-d4FGoG8xU88rCSh2ufEYc6Y9-EKZcgfLnSr97n93Z19-3bMXjIHFms6S6QVQcLKNWdDUb3pSX8wpdhcSQgZXhrcpSFsW7GYuDZ9kjHIazISziim6ukdG16rHPWqoD28CYJje_g68ZoEfA0WtkGogvnJm_ERkOqRDMAEktBPEKdvynfub3-6_L7XTgKnzPXHIS6vN7DDCIjrSrkJFXBawCNPAjQoTrNnXrGHy8X9Rp-3rRwQvnESOrS6hEBnPtKEwCW0RynhMoOixGMac1rjOZx4l32dy9ZQl7c_CV0fJ86YWBZntiz4nK-U9nWi3L4jRAj5liDxlm22H17Hof2vAejFKKJXiVGvcoc-Ri7IVMU-UJDWe54Axx52twq3X_NXOGC7YyBQD90GSjsWQ7gXrr492m8P9vVZ1Dvyr07d51zcvxwctS9GltL4wKrPR8YSCjFLs0Tz-H-RELutXTzsHWe6dSeKAaVnLhTmLy2Vv6MvbiA4c8uAg8u8FZfYLCYdNXOY9Zu_C0uo4S1h_529ZRxl_EapcuxE-msmK5GVnhTHz9S9jeTEgfc20kDLXSVAoddk7Mi6gpZzicmuKkAvEOU3GYbZBwt5L1gqtLhFB77m3N7_V13AcNG4VPmfaV6wqGpHsXFmGwUtx6EDztFzo9w39oPVMo5ZTZWySy_WbVIHboaDRm5UiwVeKwoeXkLR3KseHmFi93k3tiU1-nCCxfFMxTuZagEbg5tvBjHMK57xsbJgvqw2Ou-G8Zk_-Uo5Hef1OcjfH0XadQGUrWlR7NgBl7zUMUsB2PvSr1r6pf-fM_X4138Kw8stlK7v7V88Z_Rcd9RJGuwrxzT64pwLPxAJw3Frj7Ri6xDsoo-hQJSoRQ-IAmqKWMWbBYiUuOB1YQNUI0qLf3ejKCZOyEwi7q8YGmgYTHs2riM5X9uscc8CVAkhjyC-otMYeUE5crBel35v_ulGgrRRZ7CRQL05OqqpKomIPgI3768lWr0yRdtk-0iavHcunUWof8Yz6BgskL25Ve4w1doloKWjV1TOM3S6HmuvLh-nntYwv7Yppu-xwGL1qfve1YMdihLh6GWX7Z6H5sXTOQQkIFnMEh6VfipiZtmIgaZh5Q0IF9IArqDFZmIYqO11D6iEZmtV1smaY1Zzt10mKu8hVU0MrMDVDvYeGxQ7tVSWD3o95cpfRPeMrRiI6kTSVywpwEKYhjuO1jfxrzRjirar-5B_2gScR_aLNg9w2t67vw_CSyTB2A8u4Cfs4ZtHLDAgvcufHoOCvfpj1dW9MBxGrwP6z1HLVoW5hvKV7fxlZc7VfWhmT161TZzcXm7IsmSaBhtSMTp0uB6z45QoMOXFdh3d0OUKQe5FjrlRrjwoA88yBZK4DOWUkBVZUlTLoSxla9QIEZyKpYmbpeyQ_2lZk-fSYzTsczu5mHo6JCjYGZGjSbKoNIpcz3Q5yove5411B8N-fjNUhVffwra0YFF8ebfmnli8fqVnrqOxV0QPQVkPon5sMXT_FPhOVkJ9IP1wQBwH_UkBYsza5R2Vd0nq392X0pZ8QvPf0SAF_uzJ8TikYX6D9BChT_OMPr-5nSQ1qWDvIMU4V52RyltjzYGaWtxEmWqhdk5yDwjcRbwVefHerAMBom4ocx2K45R_Br3OeRhwbgmFlv5EWShZ0vvWXgx7y1l8i1lPz_TZ31el9MwFeiE7g21bA8SzE6Dc_P3VWj1uyO6Bc2JwAuzFBiA1-r9NMTA-2QRJwihbZwQE_Q-7kXfv8auBmyTAi3PxZnDEJkI6P6ZDh1UuVLmtcLhYG5ZIvNzVl0Mz9Dq3SRWbw3i2P2vIZdWHztOWDNEWpxM-5v46s0jBWj8GlATwtP3LaGms5LvDkqVP6NSZFt-cLecQ1M6CbOLg2qrUYevDQZWBK1jMF-DudX6Fy238Qz-l7NlMHZxq8VBIXOUuyBWyiOIozdgfSuUQ2V3SM9FjVQ8U7cMOYu9q1A_nsr72jGmTtRqutIcUdpyA-MIYJAF2qhVBygQe7cM-BPNWkddgZ2Rjnxn9KlQ9csQoTHWl4beFZvFGsmF6_--2MSkQlVl2Jt9966w89erVifFX_oWpJTvc1BoDfUrHrbYUuYpGEzcKLUWbSUgvQJYZuOLRer1qytagY2HlAQqnO5Cfyw6HvQMez9NxflNupC1PoEuwAYRL-TCA50RMzylVBp9sw2yOiv_zFKEcjRvzSttCdQQV_liiO6rhkNKdnDs4VCUb2sCv9y15g-7dfHtbeX4HfnrJ6C3SmBPLfG4i4ikUtFPZv7FbN8tTA_eFnZTU8aF_i_pA4_bOzWsyF_QyTWxoY6tQ835C1CoUHcQDHau5t4-SLYpNPKQvWntxGYgFQOlCqWWdi7Qp7gRv--Bd3JmIJhUkP09bNdFMOBgpt0JO2U4GRY5_EGDm84WdHDfuwnF9xeryn4VvbqzEhbj82-fyEi8JbaEnSCfoWCHlNlEEiDfEFND-CcVK_bUv5ijNpagd_IJdgBzMGOdLiR6bjUfc6H_v89x0H9EVqpKtnAmbFND6qisXOc-buNTHnUZu5CHH4MCsBvR8kXkh5OBvRkSi0CVWL2UPNvez8cLLNunr0mrRDjqBmv-dsK58RYe2Z5Cz030j74ubv5aa7TkfCFOLY4WvkBAQTmxVJXCcs1HuskKHBKQ7_A-lYZK9HJ_mOsOHpjnhHpNpfLlfpJrtjshjnFSVPAxFoNUwfQQjMVqoTZVi-qtH3k_hMcakEL7h9XUCB95co18rbV3J8Bhg9_5S2WNVAbBcGptv8yBPZMXLDpBQ7aqKAoPiApib9zgkhv3xVD4aWuDceadvHoHwTMBHbc1WNYes1kSXvbWmV658dTlUurhZlhD3kvFxLSaxMnO3dMoBnLXFjisUtKQqgCYj0dQqERx0oaJ93KmfedY8iQM-k_A&v=404,https://img13.360buyimg.com/n7/jfs/t1/249679/40/15216/183453/669628fdF95fc8249/6e26a4b67265d41a.jpg.avif,,海尔冷柜拓德专卖店,https://mall.jd.com/index-12354800.html?from=pc
100088519344,2099.0,海尔（Haier）劲爽 大1匹新一级变频 冷暖 壁挂式空调挂机 卧室空调 冷媒变流 KFR-26GW/B5LAA81U1以旧换新,https://item.jd.com/100088519344.html,https://img14.360buyimg.com/n7/jfs/t1/111907/33/41034/153124/6694e52aFedea3249/7560978ad7158f8a.jpg.avif,,海尔京东自营旗舰店,https://mall.jd.com/index-1000001782.html?from=pc
100100326950,2049.0,海尔（Haier）空调1匹挂机新一级能效变频快速冷暖节能省电防直吹一键自清洁除湿除霜挂式空调家用以旧换新 ,https://item.jd.com/100100326950.html,https://img10.360buyimg.com/n7/jfs/t1/232325/34/22222/114056/6694b67fFb2262f40/9cee515ac8f31c8e.jpg.avif,,京诚家电京东自营专区,https://mall.jd.com/index-1000351818.html?from=pc
10074757727250,4499.0,海尔（Haier）空调柜机 大3匹立式 变频冷暖节能  快速冷热省电一键自清洁 独立除湿家用商用客厅空调方型柜机 3匹 三级能效 防直吹-独立除湿 【24年款】【店长推荐】,https://item.jd.com/10074757727250.html,https://img10.360buyimg.com/n7/jfs/t1/33307/31/21813/81545/66909c22Fc3b92f0d/3eed17f8a00997f2.jpg.avif,,海尔空调旗舰店,https://mall.jd.com/index-10501178.html?from=pc
